drug_name,drug_id,drug_target,target_pathway,feature_name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,log_max_conc_tested,log_max_conc_tested_2,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,tissue_pval,msi_pval,fdr,tissue_type,screening set
Camptothecin,1003,TOP1,DNA replication,ARID1A_mut,5,44,.75061768299993081,-1.9570504236905777,-.56416201814522804,,,.041222394393319248,-1.3928884055453497,1.0801775130635347,1.911869255815837,.11842817531530886,,,25.732237548015284,BRCA,GDSC2
Camptothecin,1003,TOP1,DNA replication,ASH1L_mut,3,46,.92160263149005472,-2.3140015336945789,-.60144296338606917,,,.1100987692715462,-1.7125585703085098,1.1733585158553845,1.8829057285978346,.1286611877400764,,,25.732237548015284,BRCA,GDSC2
Camptothecin,1003,TOP1,DNA replication,BRCA1_mut,4,45,.16384548026186474,-.99263023465830602,-.68084133284910442,,,.65690335716906156,-.3117889018092016,1.180160839179599,1.9424563111791251,.75488707141304612,,,32.821177017958533,BRCA,GDSC2
Camptothecin,1003,TOP1,DNA replication,BRCA2_mut,6,43,.22143988808213902,-1.0754580084660008,-.65478215967550968,,,.71765722877837523,-.42067584879049114,2.6264047280934264,1.7937168888500081,.6137447010103132,,,32.821177017958533,BRCA,GDSC2
Camptothecin,1003,TOP1,DNA replication,CDH1_mut,5,44,.0014912108486848808,-.70374268501619031,-.70658335208549927,,,.99767857577132313,.0028406670693089664,1.9737140436097649,1.8984156642971053,.99749226422468062,,,40.71396996835432,BRCA,GDSC2
Camptothecin,1003,TOP1,DNA replication,MACF1_mut,3,46,.0052164029544069955,-.69696494423276045,-.7069018713944486,,,.98498615014601609,.0099369271616881472,.70813942306743838,1.9410778863461093,.99305236284488063,,,40.71396996835432,BRCA,GDSC2
Camptothecin,1003,TOP1,DNA replication,NF1_mut,4,45,.29694704991724236,-1.2240020668873079,-.66027494776208195,,,.42548061529031134,-.56372711912522599,1.1555915025172045,1.9387196547665317,.57197280921396909,,,32.821177017958533,BRCA,GDSC2
Camptothecin,1003,TOP1,DNA replication,PIK3CA_mut,16,33,.10892763430351848,-.56673785955487976,-.77395682315044989,,,.74511191205530447,.20721896359557013,2.2109666651449911,1.7389396116587073,.72226838536446047,,,32.821177017958533,BRCA,GDSC2
Camptothecin,1003,TOP1,DNA replication,POLR2B_mut,3,46,.26771581741059119,-1.1840278997340705,-.67513689603566751,,,.73987325630891643,-.50889100369840301,2.2893487632509522,1.881736033340015,.65529584624572446,,,32.821177017958533,BRCA,GDSC2
Camptothecin,1003,TOP1,DNA replication,PTEN_mut,9,40,.49065763294540915,-1.4553282418969751,-.53776066849425364,,,.19383652129807272,-.91756757340272144,1.7922491522244224,1.8856447310168098,.18995659830324452,,,27.136656900463507,BRCA,GDSC2
Camptothecin,1003,TOP1,DNA replication,TP53_mut,38,11,.26410179954223595,-.59406127676688703,-1.0940047636092012,,,.53233001912594502,.49994348684231416,1.7258770612735204,2.4126991292953059,.4443499459990089,,,30.644823862000621,BRCA,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaBRCA5,6,43,.58394065772015324,.25174268943809186,-.83997295473189471,,,.22910461800513615,1.0917156441699865,1.8880729831081688,1.8673506555384169,.18671222651316793,,,27.136656900463507,BRCA,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaBRCA7,4,45,.71569707218664291,-1.9340240838227063,-.59716187959004663,,,.0069968818410319905,-1.3368622042326597,.5744866151895256,1.9247084848943121,.17666161956967388,,,27.136656900463507,BRCA,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaBRCA8,3,46,.57975280819362307,.32019938857931329,-.77323867570827953,,,.50472032545210221,1.0934380642875929,2.3370622967856987,1.8634645911110934,.33556593416321689,,,30.644823862000621,BRCA,GDSC2
